"lon_test","lat_test","name"
15.6721590054921,45.3846909191459,"lat:  45.3846909191459 , lon:  15.6721590054921"
15.9334812608548,42.4802522586193,"lat:  42.4802522586193 , lon:  15.9334812608548"
16.212535753008,45.1001191369723,"lat:  45.1001191369723 , lon:  16.212535753008"
14.0977942279075,46.2675761214457,"lat:  46.2675761214457 , lon:  14.0977942279075"
14.9614039572189,44.6098713281099,"lat:  44.6098713281099 , lon:  14.9614039572189"
17.617995624221,45.0547781332396,"lat:  45.0547781332396 , lon:  17.617995624221"
18.5536554823165,43.8463945184834,"lat:  43.8463945184834 , lon:  18.5536554823165"
19.1084770014277,46.5478165499866,"lat:  46.5478165499866 , lon:  19.1084770014277"
17.4937305223197,42.5426829900592,"lat:  42.5426829900592 , lon:  17.4937305223197"
16.9829165550182,44.062028556969,"lat:  44.062028556969 , lon:  16.9829165550182"
14.7405027214438,42.7476794144139,"lat:  42.7476794144139 , lon:  14.7405027214438"
18.8040142041399,44.4715061737224,"lat:  44.4715061737224 , lon:  18.8040142041399"
18.6270772719524,44.3880928951315,"lat:  44.3880928951315 , lon:  18.6270772719524"
17.6896331757075,44.4214859549422,"lat:  44.4214859549422 , lon:  17.6896331757075"
17.94673057443,44.6192309727426,"lat:  44.6192309727426 , lon:  17.94673057443"
16.3449711931637,45.3749237335287,"lat:  45.3749237335287 , lon:  16.3449711931637"
13.5513035887154,43.0329460070468,"lat:  43.0329460070468 , lon:  13.5513035887154"
17.3572189877043,44.777654431574,"lat:  44.777654431574 , lon:  17.3572189877043"
16.657251728559,43.4675274916924,"lat:  43.4675274916924 , lon:  16.657251728559"
17.0481424706756,45.6500794723164,"lat:  45.6500794723164 , lon:  17.0481424706756"
13.5823051185813,43.4299504910596,"lat:  43.4299504910596 , lon:  13.5823051185813"
16.1880904959283,44.3651365989353,"lat:  44.3651365989353 , lon:  16.1880904959283"
17.8941327879904,46.0844452992547,"lat:  46.0844452992547 , lon:  17.8941327879904"
13.7023211715976,43.7064083003905,"lat:  43.7064083003905 , lon:  13.7023211715976"
19.1357845839114,43.2504178553354,"lat:  43.2504178553354 , lon:  19.1357845839114"
13.8195453041234,44.7647434648126,"lat:  44.7647434648126 , lon:  13.8195453041234"
17.879339998914,42.9556310731918,"lat:  42.9556310731918 , lon:  17.879339998914"
18.2186700835825,44.1548010587226,"lat:  44.1548010587226 , lon:  18.2186700835825"
14.4823342688149,44.0278369708452,"lat:  44.0278369708452 , lon:  14.4823342688149"
17.8204111043597,42.4767202664167,"lat:  42.4767202664167 , lon:  17.8204111043597"
15.7674278015504,44.375835685106,"lat:  44.375835685106 , lon:  15.7674278015504"
14.4097245946061,43.5323414004873,"lat:  43.5323414004873 , lon:  14.4097245946061"
19.299989180686,44.6598481002729,"lat:  44.6598481002729 , lon:  19.299989180686"
17.7997660325608,46.2076150850858,"lat:  46.2076150850858 , lon:  17.7997660325608"
16.2407924116357,46.3670991248451,"lat:  46.3670991248451 , lon:  16.2407924116357"
14.1922171553365,45.7959930806421,"lat:  45.7959930806421 , lon:  14.1922171553365"
15.5416056109826,42.4600967960432,"lat:  42.4600967960432 , lon:  15.5416056109826"
13.6916638854193,43.2400394755881,"lat:  43.2400394755881 , lon:  13.6916638854193"
15.7389647883364,45.4818079378921,"lat:  45.4818079378921 , lon:  15.7389647883364"
19.3725983768469,44.2003515555523,"lat:  44.2003515555523 , lon:  19.3725983768469"
14.1822229325539,44.5895984827075,"lat:  44.5895984827075 , lon:  14.1822229325539"
13.8414279333549,45.7519077515229,"lat:  45.7519077515229 , lon:  13.8414279333549"
16.1908916243353,45.6107514631934,"lat:  45.6107514631934 , lon:  16.1908916243353"
14.3029803540325,42.6165702822152,"lat:  42.6165702822152 , lon:  14.3029803540325"
13.856084938976,44.705783716077,"lat:  44.705783716077 , lon:  13.856084938976"
17.5679313830101,42.7961387986317,"lat:  42.7961387986317 , lon:  17.5679313830101"
17.8245566077997,44.7168773353565,"lat:  44.7168773353565 , lon:  17.8245566077997"
18.4314563783352,43.6016336483881,"lat:  43.6016336483881 , lon:  18.4314563783352"
19.1988396429457,44.9873955112882,"lat:  44.9873955112882 , lon:  19.1988396429457"
14.1278279814404,43.6651846070774,"lat:  43.6651846070774 , lon:  14.1278279814404"
19.2114173367387,46.0633780072909,"lat:  46.0633780072909 , lon:  19.2114173367387"
18.987331986148,45.375591192441,"lat:  45.375591192441 , lon:  18.987331986148"
19.2087224668358,43.5046376453247,"lat:  43.5046376453247 , lon:  19.2087224668358"
19.0846850352362,44.44639953156,"lat:  44.44639953156 , lon:  19.0846850352362"
18.5543885549997,45.7330877084285,"lat:  45.7330877084285 , lon:  18.5543885549997"
17.9093747140375,45.0953827261925,"lat:  45.0953827261925 , lon:  17.9093747140375"
15.6666745133,44.1281109673437,"lat:  44.1281109673437 , lon:  15.6666745133"
15.6393718981185,44.4382809675299,"lat:  44.4382809675299 , lon:  15.6393718981185"
17.6261842560489,44.1664710074663,"lat:  44.1664710074663 , lon:  17.6261842560489"
15.9336535105715,44.5275974913034,"lat:  44.5275974913034 , lon:  15.9336535105715"
17.7885706609116,44.5280126285273,"lat:  44.5280126285273 , lon:  17.7885706609116"
14.3904787455919,45.0818357543088,"lat:  45.0818357543088 , lon:  14.3904787455919"
17.9920942189405,45.1618970964104,"lat:  45.1618970964104 , lon:  17.9920942189405"
19.2520827363246,46.2775610457174,"lat:  46.2775610457174 , lon:  19.2520827363246"
16.3014321241528,44.0232891899068,"lat:  44.0232891899068 , lon:  16.3014321241528"
16.786111694784,43.8768784826156,"lat:  43.8768784826156 , lon:  16.786111694784"
14.3444024869241,44.1766431817785,"lat:  44.1766431817785 , lon:  14.3444024869241"
15.9669745108812,44.4890931372996,"lat:  44.4890931372996 , lon:  15.9669745108812"
15.9808901246871,43.1830169077497,"lat:  43.1830169077497 , lon:  15.9808901246871"
15.2522782724351,46.554453174537,"lat:  46.554453174537 , lon:  15.2522782724351"
16.7189254407772,45.8796436165459,"lat:  45.8796436165459 , lon:  16.7189254407772"
17.6143164976966,42.4501921632793,"lat:  42.4501921632793 , lon:  17.6143164976966"
18.4925040497678,42.8678649528418,"lat:  42.8678649528418 , lon:  18.4925040497678"
15.6022132338491,43.1199481753167,"lat:  43.1199481753167 , lon:  15.6022132338491"
15.7461294237525,45.6283271634485,"lat:  45.6283271634485 , lon:  15.7461294237525"
14.8784140599194,43.6939056285657,"lat:  43.6939056285657 , lon:  14.8784140599194"
